user_id	item_id	recommend	review	year	Sentiment_Score	idioma
76561197986468427	221100	True	░█▀▀░█░░█░█▀█░█▀▀░█▀█░▀▀█░█░░█░█▀▀░█▀▀░█▀▄░▀▀▀░▀▀▀▀░▀░░░▀▀▀░▀░ ▀░█▀▀ ░█▀█ ░█ ░█▀▀░█▀▀ ░█▀▀ ░█ ░█░▀▀▀ ░▀ ░░░▀ ░▀▀▀░░░░░░░░░░░████░░░░░░░░░░░█░░█░░░░░░░░░░█░░░█░░░░░░░░░█░░░░███████▄▄█░░░░░███▄▓▓▓▓▓█░░░░░░░░░░░░█▓▓▓▓▓█░░░░░░░░░░░░█▓▓▓▓▓█░░░░   this   ░░░█▓▓▓▓▓█░░░░  game  ░░█▓▓▓▓▓█░░░░   rulz   ░░█▓▓▓▓▓█░░░░░░░░░░░█	2014.0	1	No detectado
76561198062244065	730	True	69/420	2015.0	2	No detectado
76561198103364951	440	True	de lo mejor te puedes fabricar armas es genial░░░░░░░░░░░█░░█░░░░░░░░░░█░░░░░░░░░░░░█░░░░████████▄▄█░░░░░██████▄▓▓▓▓▓▓█░░░░░░░░░░░░░░█▓▓▓▓▓▓█░░░░░░░░░░░░░░█▓▓▓▓▓▓█░ Valve add this ░░░█▓▓▓▓▓▓█░░░░ Please! ░░░░░█▓▓▓▓▓▓█░░░░░░░░░░░░░░█▓▓▓▓▓▓█████░░░░░░░░░█░░░░░░Because... it's░░░░░█▀▀ ░█▀█ ░█ ░█▀▀ ░░░█▀▀ ░█▀▀ ░█ ░█ ░░░░░▀▀▀ ░▀ ░░░▀ ░▀▀▀	2013.0	1	No detectado
31575	440	True	.	2015.0	1	No detectado
76561198075407624	208090	True	55	2014.0	2	No detectado
76561198093838282	4000	True	+ - +	2014.0	1	No detectado
hvf	1250	True	..........................+++++++++++++	2014.0	1	No detectado
projecteldor	730	True	10/10	2014.0	2	No detectado
gsgamingbr	49520	True	♥♥♥♥ '-'	2014.0	2	No detectado
hermannwolffen25	203290	True	.	2014.0	1	No detectado
PotatoSaun	391540	True	10/10	2015.0	2	No detectado
snakrobotza3	255710	True	10/10	2015.0	2	No detectado
ANIMEPUSSY	245170	True	♥♥♥♥	2015.0	2	No detectado
ANIMEPUSSY	247730	False	♥♥♥♥&*)%^	2015.0	2	No detectado
tzarius	303210	True	...	2015.0	1	No detectado
76561198057519270	287100	False	- -*	2015.0	1	No detectado
76561198088082495	1250	True	8.5/10	2015.0	2	No detectado
111222333444555666888	41070	False	+/-	Sin dato	1	No detectado
76561198062537635	440	True	♥♥♥♥	2012.0	2	No detectado
GameFreak2401	333930	True	:)	2015.0	1	No detectado
FUCKINGkike	512470	False	♥♥♥♥	Sin dato	2	No detectado
76561198099851380	440	True	:))	2014.0	1	No detectado
76561198099851380	49520	True	:))	2014.0	1	No detectado
KelvinTradingCockCompany	271590	True	♥♥♥♥	2015.0	2	No detectado
76561198036037520	4000	True	...	2014.0	1	No detectado
BB_CORN	99900	True	222	2014.0	2	No detectado
friendlyBlackm	284160	True	100/10 😄😄😄	2015.0	2	No detectado
mlgfolkie	413150	True	9/11	Sin dato	2	No detectado
BomberThink	233840	True	 	2013.0	1	No detectado
BomberThink	211820	True	 	2014.0	1	No detectado
bow47	335330	False	0.1 / 100	2014.0	2	No detectado
brdzi	730	True	♥♥♥♥♥♥	2015.0	2	No detectado
btz2020	1840	True	555555555	2014.0	2	No detectado
zombiehackerbrah	205100	True	.	2015.0	1	No detectado
zombiehackerbrah	287390	True	.	2015.0	1	No detectado
76561198061187428	243870	False	0/10	Sin dato	2	No detectado
76561198028072716	730	True	11/10	2015.0	2	No detectado
twinturboskyline	55230	True	https://www.youtube.com/watch?v=ouwCWDbBskU	2014.0	1	No detectado
twinturboskyline	1250	True	https://www.youtube.com/watch?v=ON-7v4qnHP8	2014.0	1	No detectado
twinturboskyline	39000	True	https://www.youtube.com/watch?v=P5BnlrTgOT4	2014.0	1	No detectado
itsmeDiegoXD	570	True	...	2014.0	1	No detectado
TfhuAWGscvg	521570	True	6-5 =/	Sin dato	1	No detectado
76561198069279256	304930	True	♥♥♥♥	2015.0	2	No detectado
digirice	274290	True	░█▀░░░░░░░░░░░▀▀███████░░░░ ░░█▌░░░░░░░░░░░░░░░▀██████░░░ ░█▌░░░░░░░░░░░░░░░░███████▌░░ ░█░░░░░░░░░░░░░░░░░████████░░ ▐▌░░░░░░░░░░░░░░░░░▀██████▌░░ ░▌▄███▌░░░░▀████▄░░░░▀████▌░░ ▐▀▀▄█▄░▌░░░▄██▄▄▄▀░░░░████▄▄░ ▐░▀░░═▐░░░░░░══░░▀░░░░▐▀░▄▀▌▌ ▐░░░░░▌░░░░░░░░░░░░░░░▀░▀░░▌▌ ▐░░░▄▀░░░▀░▌░░░░░░░░░░░░▌█░▌▌ ░▌░░▀▀▄▄▀▀▄▌▌░░░░░░░░░░▐░▀▐▐░ ░▌░░▌░▄▄▄▄░░░▌░░░░░░░░▐░░▀▐░░ ░█░▐▄██████▄░▐░░░░░░░░█▀▄▄▀░░ ░▐░▌▌░░░░░░▀▀▄▐░░░░░░█▌░░░░░░ ░░█░░▄▀▀▀▀▄░▄═╝▄░░░▄▀░▌░░░░░░ ░░░▌▐░░░░░░▌░▀▀░░▄▀░░▐░░░░░░░ ░░░▀▄░░░░░░░░░▄▀▀░░░░█░░░░░░░ ░░░▄█▄▄▄▄▄▄▄▀▀░░░░░░░▌▌░░░░░░ ░░▄▀▌▀▌░░░░░░░░░░░░░▄▀▀▄░░░░░ ▄▀░░▌░▀▄░░░░░░░░░░▄▀░░▌░▀▄░░░ ░░░░▌█▄▄▀▄░░░░░░▄▀░░░░▌░░░▌▄▄ ░░░▄▐██████▄▄░▄▀░░▄▄▄▄▌░░░░▄░ ░░▄▌████████▄▄▄███████▌░░░░░▄ ░▄▀░██████████████████▌▀▄░░░░ ▀░░░█████▀▀░░░▀███████░░░▀▄░░ ░░░░▐█▀░░░▐░░░░░▀████▌░░░░▀▄░ ░░░░░░▌░░░▐░░░░▐░░▀▀█░░░░░░░▀ ░░░░░░▐░░░░▌░░░▐░░░░░▌░░░░░░░ ░╔╗║░╔═╗░═╦═░░░░░╔╗░░╔═╗░╦═╗░ ░║║║░║░║░░║░░░░░░╠╩╗░╠═╣░║░║░ ░║╚╝░╚═╝░░║░░░░░░╚═╝░║░║░╩═╝░	2015.0	1	No detectado
Discoflw	252490	True	♥♥♥♥	2014.0	2	No detectado
76561198088830592	440	True	<3	2014.0	1	No detectado
HeyGoodCookin	730	True	$$$$$$	Sin dato	1	No detectado
eiberg10	376870	True	:)	2015.0	1	No detectado
76561198091572560	273350	True	+	Sin dato	1	No detectado
bigchillkid	393420	True	10/10	2015.0	2	No detectado
76561198088743596	440	True	.	2014.0	1	No detectado
howwecanwinifjustwaitingmate	209160	False	♥♥♥	2014.0	2	No detectado
kibahz	730	True	<3	2014.0	1	No detectado
HueziiE	570	True	:)	2014.0	1	No detectado
Jacab	570	True	https://www.youtube.com/watch?v=KuAfbxOTYSM	2013.0	1	No detectado
Spoongegarred	730	True	9/11	2015.0	2	No detectado
SlaydenL	4000	True	♥♥♥♥♥	2014.0	2	No detectado
dzakuan	222880	True	10/10	2014.0	2	No detectado
JokersLounge_	730	True	10/10	2015.0	2	No detectado
76561198065171294	4000	True	...	Sin dato	1	No detectado
leninjab	252490	True	♥♥♥♥	Sin dato	2	No detectado
Flappyflap	221100	False	░░░░░░░█▐▓▓░████▄▄▄█▀▄▓▓▓▌█ ░░░░░▄█▌▀▄▓▓▄▄▄▄▀▀▀▄▓▓▓▓▓▌█ ░░░▄█▀▀▄▓█▓▓▓▓▓▓▓▓▓▓▓▓▀░▓▌█  bohemia needs to reconsider their dev team ░░█▀▄▓▓▓███▓▓▓███▓▓▓▄░░▄▓▐█▌ ░█▌▓▓▓▀▀▓▓▓▓███▓▓▓▓▓▓▓▄▀▓▓▐█ ▐█▐██▐░▄▓▓▓▓▓▀▄░▀▓▓▓▓▓▓▓▓▓▌█▌ █▌███▓▓▓▓▓▓▓▓▐░░▄▓▓███▓▓▓▄▀▐█ █▐█▓▀░░▀▓▓▓▓▓▓▓▓▓██████▓▓▓▓▐█ ▌▓▄▌▀░▀░▐▀█▄▓▓██████████▓▓▓▌█▌ ▌▓▓▓▄▄▀▀▓▓▓▀▓▓▓▓▓▓▓▓█▓█▓█▓▓▌█ █▐▓▓▓▓▓▓▄▄▄▓▓▓▓▓▓█▓█▓█▓█▓▓▓▐█	2015.0	1	No detectado
LemmyID	72850	False	0/1	2014.0	1	No detectado
ArmenianJunkie	252490	True	10/10	2013.0	2	No detectado
MEIA-NOITE-ZIKA	440	True	"♥♥♥♥"""	2015.0	2	No detectado
76561198044788018	250900	True	:0	2015.0	1	No detectado
abcddbca	434110	True	9.6/10	Sin dato	2	No detectado
76561198077898598	379720	True	http://i.imgur.com/WG2OuLD.png	Sin dato	1	No detectado
Arishaz	730	True	-	2015.0	1	No detectado
NanoPi	550	True	http://store.steampowered.com/app/322070/	2014.0	2	No detectado
76561198040914212	274290	False	https://www.youtube.com/watch?v=UOdJkjBJ94Y&feature=youtu.be	2014.0	2	No detectado
76561198040914212	310070	True	https://www.youtube.com/watch?v=6wV-Psf2Jzc	2014.0	1	No detectado
76561198040914212	247080	True	https://www.youtube.com/watch?v=bxaT6b1vmXM	2014.0	1	No detectado
gourmetdeadthings	630	True	( ͡◕ ͜ʖ ͡◕)	2014.0	1	No detectado
76561198090713504	104900	True	....	2014.0	1	No detectado
76561198036742033	440	True	10/10	2014.0	2	No detectado
76561198067265748	271500	True	...	2014.0	1	No detectado
ustalker	570	True	♥♥♥♥	2015.0	2	No detectado
pigmentcs	730	True	10/10	2015.0	2	No detectado
mentipede	47890	True	...	2014.0	1	No detectado
propablynotbatman	730	False	♥♥♥♥♥♥♥t.	Sin dato	2	No detectado
thepumpkinator	570	True	.	2014.0	1	No detectado
76561198039832932	570	True	:/	2014.0	1	No detectado
76561198108415635	17390	True	░░░░░░░░░▄██████████▄▄░░░░░░░░░░░░░░▄█████████████████▄░░░░░░░░░░██▀▀▀▀▀▀▀▀▀▀▀████████░░░░░░░░██░░░░░░░░░░░░░░███████░░░░░░██░░░░░░░░░░░░░░░████████░░░░░█▀░░░░░░░░░░░░░░░▀███████░░░░░█▄▄██▄░░░▀█████▄░░▀██████░░░░░█▀███▄▀░░░▄██▄▄█▀░░░█████▄░░░░█░░▀▀█░░░░░▀▀░░░▀░░░██░░▀▄█░░░█░░░█░░░▄░░░░░░░░░░░░░██░██░░░█░░█▄▄▄▄█▄▀▄░░░░░░░░░▄▄█▄█░░░░█░░█▄▄▄▄▄▄░▀▄░░░░░░░░▄░▀█░░░░░█░█▄████▀██▄▀░░░░░░░█░▀▀░░░░░░░██▀░▄▄▄▄░░░▄▀░░░░▄▀█░░░░░░░░░░░█▄▀░░░░▀█▀█▀░▄▄▀░▄▀░░░░░░░░░░░▀▄░░░░░░░░▄▄▀░░░░█░░░░░░░░░░░░▄██▀▀▀▀▀▀▀░░░░░░░█▄░░░░░░░░▄▄▀░░░▀▄░░░░░░░░░░▄▀░▀▀▄░░░░▄▀▀░░░░░░░█▄░░░░░░▄▀░░░░░░█▄░░█░░░░░░░░░░░░░░░░░░░░░░░░░░▀█▄░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░█▄░░█ █▀▀█ ▀▀█▀▀░░█▀▀█ █▀▀█ █▀▀▄█░█░█ █░░█ ░░█░░░░█▀▀▄ █▄▄█ █░░██░░▀█ █▄▄█ ░░█░░░░█▄▄█ █░░█ █▄▄▀░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░	Sin dato	1	No detectado
76561198015397224	24960	True	:)	2014.0	1	No detectado
sonyghazi	730	True	...........	2015.0	1	No detectado
76561198045126133	215510	True	6/10	2015.0	2	No detectado
SpakAttk	107410	True	10/10	Sin dato	2	No detectado
nabady	207140	True	░░░░░░░░░▄▄▄▄▄░░░░░░░░▀▀▀██████▄▄▄░░░░░░▄▄▄▄▄░░█████████▄ ░░░░░▀▀▀▀█████▌░▀▐▄░▀▐█ ░░░▀▀█████▄▄░▀██████▄██ ░░░▀▄▄▄▄▄░░▀▀█▄▀█════█▀░░░░░░░░▀▀▀▄░░▀▀███░▀░░░░░░▄▄░░░░░▄███▀▀██▄████████▄░▄▀▀▀██▌░░░██▀▄▄▄██▀▄███▀░▀▀████░░░░░▀█▄▄▀▀▀▄██▄▀▀▌████▒▒▒▒▒▒███░░░░▌▄▄▀▌░░░░▐▀████▐███▒▒▒▒▒▐██▌▀▄░░▄▀░░░▀▀████▒▒▒▒▄██▀░░▀▀░░░░░░▀▀█████████▀░░░░░░░░▄▄██▀██████▀█░░░░░░▄██▀░░░░░▀▀▀░░█░░░░░▄█░░░░░░░░░░░░░▐▌░▄▄▄▄█▌░░░░░░░░░░░░░░▀█▄▄▄▄▀▀▄▌░░░░░▐░░░░░░░░░░░░░░░░▀▀▄▄▄▀gottagofatsr/3.142857142857	2015.0	2	No detectado
TacozAreImmortality	301520	True	( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°)( ͡° ͜ʖ ͡°) I rcommend this lenny army and game to be recommended	Sin dato	1	No detectado
76561198013459229	374570	True	8/8	2015.0	1	No detectado
76561197998402311	213670	True	.	Sin dato	1	No detectado
Tuddddddddd	440	True	.....................................	2014.0	1	No detectado
76561198044223034	231430	True	10/10	2015.0	2	No detectado
76561198044223034	242760	True	10/10	2015.0	2	No detectado
THETUG	41100	True	♥♥♥♥	2014.0	2	No detectado
76561198068900778	391540	True	░▄▀▄▀▀▀▀▄▀▄░░░░░░░░░░█░░░░░░░░▀▄░░░░░░▄░█░░▀░░▀░░░░░▀▄▄░░█░██░▄░█▀░▄░░░░░░░▀▀░░██░░▀▀▀▀░░░░░░░░░░░░██░░░░░░░░░░░░░░░░░░██░░░░░░░░░░░░░░░░░░█░█░░▄▄░░▄▄▄▄░░▄▄░░█░░█░▄▀█░▄▀░░█░▄▀█░▄▀░░░▀░░░▀░░░░░▀░░░▀░░░	Sin dato	1	No detectado
Felipoi	200210	False	123445678	2014.0	2	No detectado
wolvau	38410	False	.	2013.0	1	No detectado
76561198013600577	70310	True	^^^^^^	2012.0	1	No detectado
76561198061652531	242920	False	♥♥♥♥ING ♥♥♥♥♥♥♥T	2015.0	2	No detectado
creamybuthole	237740	True	♥♥♥	2014.0	2	No detectado
calldogedoggie	99900	True	http://www.youtube.com/watch?v=46zjzLngiVU	2013.0	2	No detectado
Richo931	273350	True	♥♥♥♥ING ♥♥♥♥♥♥S	2015.0	2	No detectado
Bananasbananas	319630	True	<3	2015.0	1	No detectado
aeyo	4920	True	10 / 10	2015.0	2	No detectado
DeliciousTissue	105600	True	10/10	Sin dato	2	No detectado
76561198079653655	4000	True	.	Sin dato	1	No detectado
76561198089779183	730	True	💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋	2015.0	1	No detectado
76561198093944702	550	True	.	2013.0	1	No detectado
Buccatai	245550	True	...	2014.0	1	No detectado
rpsntc	208090	True	 	2014.0	1	No detectado
76561198090848023	440	False	♥♥♥♥	Sin dato	2	No detectado
nom1stakeaboutit2itsourst0ry	255710	True	<3333333333333333333333333333333333333	2015.0	2	No detectado
Bayne51	221100	True	<3	2013.0	1	No detectado
theultimateweeb	219150	True	10/10	2015.0	2	No detectado
steamconan	236870	True	10000000/10	Sin dato	2	No detectado
76561198192373206	730	True	░░░░░░░░░░░█▀▀░░█░░░░░░░░░░░░▄▀▀▀▀░░░░░█▄▄░░░░░░░░░░█░█░░░░░░░░░░▐░░░ ░░░░░░▐▐░░░░░░░░░▄░▐░░░░░░░░░█░░░░░░░░▄▀▀░▐░░░ ░░░░▄▀░░░░░░░░▐░▄▄▀░░░░ ░░▄▀░░░▐░░░░░█▄▀░▐░░░░░ ░░█░░░▐░░░░░░░░▄░█░░░░░ ░░░█▄░░▀▄░░░░▄▀▐░█░░░░░ ░░░█▐▀▀▀░▀▀▀▀░░▐░█░░░░░ ░░▐█▐▄░░▀░░░░░░▐░█▄▄░░░ ░░░▀▀▄   cs:go suck ░▄▄▄▀░░░░░░░░░░░░░░░░░░░░░░░░░░	Sin dato	1	No detectado
76561198104466971	570	True	♥♥♥♥ ♥♥♥♥♥	Sin dato	2	No detectado
76561198049415770	201790	True	666	2014.0	2	No detectado
54263144	203290	True	:)	2015.0	1	No detectado
76561197980184475	730	True	:)	2012.0	1	No detectado
1850172512752815	4000	True	♥♥♥♥♥♥	Sin dato	2	No detectado
Koreanpony	1840	True	ㅇㅇㅇ	2014.0	1	No detectado
Dogeminati	313100	False	♥♥♥♥♥	Sin dato	2	No detectado
76561198073406024	221100	True	.	Sin dato	1	No detectado
76561198084265658	440	True	e ♥♥♥♥ pra ♥♥♥♥♥♥♥	2014.0	2	No detectado
76561198088054470	24240	True	55555555555555	2013.0	2	No detectado
76561198041317838	359550	True	10/10	Sin dato	2	No detectado
SovietLobster	730	True	".......................,,-~*~,,......................./:.:.:.:.:.|......................|;.;.;.;.;./......................|.;.;.;.;.|............._,,,,,_.).;.;.;.;.|.........,,-"":.:.:.:.""~-,;.;.;.|........(_,,,,---,,_:.:.);.;.;.."",,......,-"":.:.:.:.:.""""-,,/;.;.;.;.;."",.....(:.__,,,,,,,,,___);.;.;.;.;.;|...../"""":.:.:.:.:.:.:¯""""\;.;.;.;.;.,""....\"",__,,,,,,,,,,,__/;;;;;;;;;/\.....\.::.:.:.:.:.:.:.;.);;;;;;;;;/:\.......\,,,,,---~~~~;;;;;;;;,""::::\..........""""""~~--,,,,,,,,,,-""::::::::::\...................\:::::::::::::::::::::::|"	Sin dato	1	No detectado
76561198072955822	17500	True	..........	2013.0	1	No detectado
bugeyes8088123	730	True	:)	2014.0	1	No detectado
blackandwhitecat	440	True	:)	2013.0	1	No detectado
BigodisonLindo	200210	True	♥♥♥♥	2014.0	2	No detectado
76561197994101386	242860	True	10/10	2015.0	2	No detectado
76561198142004550	730	True	============================	Sin dato	1	No detectado
2spooky	238370	True	!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	Sin dato	1	No detectado
MyloXylotoMeh	216250	True	10/10	2015.0	2	No detectado
t-baggin_the_dragon	730	True	.	2014.0	1	No detectado
buttjuggler	730	True	#1	2014.0	1	No detectado
